Serial_No,airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,polarity scores,Sentiment Score, Rating,Sentiment Values
6441,China Southern Airlines,9,C Zeng,4th November 2018,"Guangzhou to Toronto in economy class. The flight attendants were friendly, courteous and professional. I was impressed with the service, comfort of the seat, and quality of the food. Two choices of meal are available - rice and noodles. Entertainment was not bad. I was also impressed with the cleanliness of the washroom. Overall, it is excellent flight experience and I will choose this airline again.",Boeing 777-300ER,Solo Leisure,Economy Class,Guangzhou to Toronto,10/18/2019,5,5,4,4,5,5,yes,0.9737,Positive,28,1
6442,China Southern Airlines,8,Shuyi Liu,2nd November 2018,Guangzhou to Paris. T2 at Guangzhou is very convenient. The airplane was an old A330 which didn't have Wi-Fi but it was clean. The cabin crew were nice. The seats in economy class could be more comfortable. There wasn't much leg room and support for my neck. Food fit my appetite. I liked the service as well as the price of the ticket.,A330,Solo Leisure,Economy Class,Guangzhou to Paris,10/18/2019,4,5,5,4,5,5,yes,0.9783,Positive,28,1
6443,China Southern Airlines,9,Jack Whiteley,1st November 2018,"I am a member of the Pearl Club and use China Southern for my travel from Heathrow to Guangzhou plus Domestic flights in China. This time I had to fly via Sanya to Guangzhou which was a bit of a pain but the price for the direct flight had gone up by £2000 as the Canton Fair was operating. Flight out on an A330 then a A320 for the short flight to Guangzhou. The A330 business class seats had lots of room and were very comfortable, the food was OK. The stop over at Sanya was a real pain. Having to use a wheelchair their two terminals at Sanya have nothing going between the two and the staff put me into a taxi. The flight from Guangzhou to Heathrow is the 09.30 direct CZ303 and I have used this flight many times. Boeing 787-8 comfortable, quiet and good leg room, seats are very firm. The food was good and the flight uneventful arriving slightly early after around 12 hours. I have to say that the stewardesses are lovely, they never used to be but over the past few years have improved massively. Really, Really...",A330,Business,Business Class,London to Guangzhou via Sanya,10/18/2019,4,5,4,3,5,5,yes,0.9957,Positive,26,1
6444,China Southern Airlines,8,He Gang,31st October 2018,"Melbourne to Paris via Guangzhou. Despite the long hours, I was very grateful for the really good care and help from the ground staff and the cabin crew. During my late checkin in Melbourne, I was told my luggage might not be able to get onboard in such short time before departure. I told the purser on my flight what happened, and he checked with a ground staff before they closed the boarding door to make sure I got the accurate information. Between two flights, i went to the luggage information center to check my luggage again, to make sure i didn't need to pick it up during my transfer. They use an A330 to fly Guangzhou-Paris route, it has more space and better entertainment system. I got more leg room, and I felt pretty comfy. For the food part, there were two choices for each meals, one chinese option and the other one was western. I was always not a fan of plane food, and they didn't change that this time. Also it's not convenient to ask for special meal, the hotline and website services are always sl...",A330,Solo Leisure,Economy Class,Melbourne to Paris via Guangzhou,10/18/2019,4,5,4,4,5,4,yes,0.983,Positive,26,1
6445,China Southern Airlines,8,R Naharov,29th October 2018,"Melbourne to Seoul via Guangzhou. Very punctual flights, good legroom in economy, comfortable seats, good entertainment, folk ok, staff efficient and friendly - would fly with them again.",A330,Solo Leisure,Economy Class,Melbourne to Seoul via Guangzhou,10/18/2019,4,5,3,4,5,5,yes,0.9619,Positive,26,1
6446,China Southern Airlines,7,Jiang Zhaorong,29th October 2018,It was a night time flight from Guangzhou to New York departure from 8pm. The airline help me to arrange my wheelchair order and the flight attendant focus my request very kindly. The drinks in economy class is variety. But the food is not good as I thought before.,Boeing 777-300ER,Solo Leisure,Economy Class,Guangzhou to new York,10/18/2019,3,5,3,3,4,3,yes,0.5841,Positive,21,1
6447,China Southern Airlines,8,Yajuan Cao,27th October 2018,"Guangzhou to Sydney. The attendants are courteous and friendly. The seat was comfortable and the food was quality especially for the morning. Entertainment was better than before because the equipment was new. Unfortunately, there was no Wi-Fi on my flight which hopes to improve. Overall excellent inflight service. I will choose this airline again.",A330,Solo Leisure,Economy Class,Guangzhou to Sydney,10/18/2019,4,5,5,4,5,4,yes,0.9652,Positive,27,1
6448,China Southern Airlines,8,Liu AnLi,24th October 2018,"Chengdu to Melbourne via Guangzhou. Boeing 787 with pretty good media system. I liked the dimmable window. Transferred in Guangzhou Airport T2, which has just been in service for couple month. The ground staff told me I didn't need to pick up my luggage, and offer a free hotel room during my transfer. A330 on my flight to Melbourne, bit old comparing with 787. Cabin crew were very nice. I was not a fan of the food they were serving, but the crew fixed something up with something else, I was very grateful. I watched couple movies, they aren't even on the screen now in China. The overall experience with China Southern was very pleasant, it would be better if the onboard Wi-Fi was more stable.",Boeing 787 / A330,Solo Leisure,Economy Class,Chengdu to Melbourne via Guangzhou,10/18/2019,4,5,4,3,4,5,yes,0.9753,Positive,25,1
6449,China Southern Airlines,8,Yuana Yuan,21st October 2018,"Shanghai to Sydney via Shenzhen. I am impressed by the quality of the service, food and the comfort. The seat was near the emergency exit, 4 restrooms are reachable within just few steps. Two dinner with beverage was provided within 9 hours travel time. Chinese-style and Western-style dishes are available. However, they do not provide onboard Wi-Fi and lux personal entertainment devices for passengers. I do recommend China Southern Airlines.",A330,Solo Leisure,Economy Class,Shanghai to Sydney via Shenzhen,10/18/2019,4,4,5,2,4,5,yes,0.8074,Positive,24,1
6450,China Southern Airlines,9,C Lee,16th October 2018,"IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢m impressed by ground service from Guangzhou to Seoul Incheon. When I arrived check-in counter, I figure out that my ticket has some problems but I can understand Chinese. I remember that one staff brings me to go so many counters to check my ticket, also help me change my ticket time. Her kindness and smile make me impressed. If I have a chance to choose an airline, definitely Southern China.",A320,Solo Leisure,Economy Class,Seoul to Guangzhou,6/18/2019,4,5,5,4,5,5,yes,0.969,Positive,28,1
6451,China Southern Airlines,7,Pan Shaoru,14th October 2018,"Jieyang To Vancouver via Guangzhou. Guangzhou to Vancouver was a new Boeing 787-9 which is more space and more smooth on Business Class. To compare with the old 787-8 they use before, passenger could have a mini locker behind their shoulder. It could help me to put my cell phone and charger inside and not let these to slide down inside the seats. The business seats is more roomy than the old 787-8, when I put the bed 180 degree flat, I could deeply sleep. The cabin attendant could speak a fluent English on my flight , but the business only have two cabin attendants and one purser for this long overseas flight, so I recommend China southern to add one more business class cabin attendant to make the service more efficient. The inflight meal service is great, cabin attendant could show me a lot selection of wine and other drinks to make decision.",B787-9,Family Leisure,Business Class,Jieyang To Vancouver via Guangzhou,10/18/2019,5,5,3,3,3,3,yes,0.9517,Positive,22,1
6452,China Southern Airlines,8,A Jariv,12th October 2018,"New York to Busan via Guangzhou. I was impressed with the quality of service, comfort of the seat, and the quality of the food. Entertainment was not bad either. The slipper given in premium economy was a nice touch.",Boeing 777,Business,Premium Economy,New York to Busan via Guangzhou,10/18/2019,4,5,5,4,4,5,yes,0.9194,Positive,27,1
6453,China Southern Airlines,9,Zhang Wei Ye,8th October 2018,"Nha Trang to New York via Guangzhou. Transfer at Guangzhou simple and clear. Boeing 777 from Guangzhou to NYC was very nice with spacious seats in business class, meanwhile children were very happy to enjoy the IFE, and had good rest too. I liked the food, such as beef soup noodle and hot pot rice. Patient and efficient flight attendants. Just a pity no WiFi was provided during the trip. A nice journey in general.",Boeing 737 / 777,Family Leisure,Business Class,Nha Trang to New York via Guangzhou,10/18/2019,5,5,5,4,5,4,yes,0.9654,Positive,28,1
6454,China Southern Airlines,8,Lin Wang,6th October 2018,Beijing to Brisbane via Guangzhou business class trip. I would like to express my gratitude appreciation to the wonderful cabin crew for their great service during the flight. I travelled with my 5 years old son and both of us have been looked after very well. My biggest complaint about this flight is that there is no WiFi service yet the entertainment program is limited compared with some airlines so it is a bit boring to kill the time.,Boeing 787,Family Leisure,Business Class,Beijing to Brisbane via Guangzhou,10/18/2019,4,5,4,3,3,5,yes,0.8687,Positive,24,1
6455,China Southern Airlines,8,Li Ping,30th September 2018,"Bangkok to Melbourne via Guangzhou. Boeing 737 from Bangkok to Guangzhou, not a big plane but my children were very happy with the company of fly attendants. We were in a rush during transfer, finally caught up thanks to the help from ground team, they carried my luggage. Night flight for the second route, the hostess prepared one more pillow and blanket for my children, truly appreciated. I don like the hard seat in economy class or the food provided, hope they could provide more choices of food in future. It was still a good trip in brief, thanks again to all the crew who gave me help.",Boeing 737 / A330,Family Leisure,Economy Class,Bangkok to Melbourne via Guangzhou,9/18/2019,4,5,4,5,5,5,yes,0.9919,Positive,28,1
